timestamp,open,high,low,close,volume
2024-01-01 00:00:00,2281.87000000,2297.18000000,2281.27000000,2295.51000000,10771.91830000
2024-01-01 01:00:00,2295.52000000,2306.60000000,2292.90000000,2303.72000000,8413.42600000
2024-01-01 02:00:00,2303.72000000,2304.72000000,2291.20000000,2293.02000000,5808.25330000
2024-01-01 03:00:00,2293.03000000,2294.50000000,2271.00000000,2273.81000000,10745.73600000
2024-01-01 04:00:00,2273.80000000,2279.86000000,2265.24000000,2279.55000000,9681.57620000
2024-01-01 05:00:00,2279.54000000,2283.36000000,2272.62000000,2275.89000000,6705.11650000
2024-01-01 06:00:00,2275.89000000,2283.31000000,2274.16000000,2281.90000000,6056.63190000
2024-01-01 07:00:00,2281.90000000,2287.88000000,2281.51000000,2284.67000000,5664.18870000
2024-01-01 08:00:00,2284.68000000,2287.38000000,2280.00000000,2287.01000000,5571.19350000
2024-01-01 09:00:00,2287.01000000,2300.00000000,2287.00000000,2299.80000000,8083.26200000
2024-01-01 10:00:00,2299.80000000,2303.00000000,2297.40000000,2302.04000000,8188.77410000
2024-01-01 11:00:00,2302.04000000,2305.05000000,2299.00000000,2304.47000000,6050.87960000
2024-01-01 12:00:00,2304.47000000,2307.24000000,2299.04000000,2299.43000000,7257.23790000
2024-01-01 13:00:00,2299.42000000,2308.20000000,2298.07000000,2304.16000000,5288.82240000
2024-01-01 14:00:00,2304.16000000,2305.11000000,2294.84000000,2300.99000000,7316.25750000
2024-01-01 15:00:00,2300.99000000,2318.34000000,2299.20000000,2314.70000000,12303.53440000
2024-01-01 16:00:00,2314.69000000,2319.55000000,2306.53000000,2309.89000000,11755.18640000
2024-01-01 17:00:00,2309.89000000,2317.09000000,2306.48000000,2313.76000000,8560.82410000
2024-01-01 18:00:00,2313.77000000,2331.77000000,2313.76000000,2326.90000000,15349.35430000
2024-01-01 19:00:00,2326.90000000,2340.98000000,2322.00000000,2337.26000000,11136.88780000
2024-01-01 20:00:00,2337.27000000,2348.78000000,2335.25000000,2340.98000000,17493.03770000
2024-01-01 21:00:00,2340.98000000,2346.55000000,2332.20000000,2337.83000000,10238.96740000
2024-01-01 22:00:00,2337.83000000,2339.10000000,2323.66000000,2334.21000000,6444.25830000
2024-01-01 23:00:00,2334.22000000,2352.37000000,2334.17000000,2352.04000000,11817.36710000
2024-01-02 00:00:00,2352.05000000,2391.43000000,2346.95000000,2387.58000000,40687.46460000
2024-01-02 01:00:00,2387.59000000,2397.56000000,2370.38000000,2378.08000000,29424.42370000
2024-01-02 02:00:00,2378.09000000,2382.96000000,2373.65000000,2382.95000000,13292.51470000
2024-01-02 03:00:00,2382.96000000,2388.61000000,2371.47000000,2386.43000000,16262.09740000
2024-01-02 04:00:00,2386.42000000,2390.44000000,2378.58000000,2387.66000000,12124.33360000
2024-01-02 05:00:00,2387.66000000,2392.40000000,2377.18000000,2377.48000000,14852.31420000
2024-01-02 06:00:00,2377.47000000,2383.68000000,2373.86000000,2373.86000000,10223.55510000
2024-01-02 07:00:00,2373.86000000,2388.93000000,2373.69000000,2385.84000000,13341.45570000
2024-01-02 08:00:00,2385.84000000,2431.30000000,2380.09000000,2426.49000000,48568.82070000
2024-01-02 09:00:00,2426.49000000,2428.43000000,2411.74000000,2413.77000000,21469.83890000
2024-01-02 10:00:00,2413.77000000,2416.40000000,2392.85000000,2398.14000000,19010.63420000
2024-01-02 11:00:00,2398.15000000,2402.91000000,2380.36000000,2391.24000000,17120.85220000
2024-01-02 12:00:00,2391.24000000,2404.68000000,2382.73000000,2386.85000000,15110.63800000
2024-01-02 13:00:00,2386.85000000,2400.78000000,2382.22000000,2398.00000000,13619.26260000
2024-01-02 14:00:00,2398.01000000,2402.65000000,2354.92000000,2367.28000000,33817.21740000
2024-01-02 15:00:00,2367.27000000,2371.14000000,2352.04000000,2357.48000000,25617.61250000
2024-01-02 16:00:00,2357.48000000,2369.60000000,2350.19000000,2367.91000000,18916.55050000
2024-01-02 17:00:00,2367.92000000,2368.14000000,2350.95000000,2357.43000000,11178.90010000
2024-01-02 18:00:00,2357.43000000,2369.60000000,2355.54000000,2365.70000000,8386.08450000
2024-01-02 19:00:00,2365.70000000,2372.75000000,2354.79000000,2369.19000000,18480.20930000
2024-01-02 20:00:00,2369.19000000,2380.00000000,2358.32000000,2359.87000000,15536.61750000
2024-01-02 21:00:00,2359.86000000,2366.34000000,2341.00000000,2366.34000000,16682.19970000
2024-01-02 22:00:00,2366.33000000,2372.50000000,2357.53000000,2359.03000000,9548.81490000
2024-01-02 23:00:00,2359.02000000,2363.24000000,2351.00000000,2355.34000000,14769.25220000
2024-01-03 00:00:00,2355.35000000,2367.00000000,2347.40000000,2361.39000000,14703.20900000
2024-01-03 01:00:00,2361.39000000,2375.00000000,2360.04000000,2373.08000000,10216.55520000
2024-01-03 02:00:00,2373.08000000,2384.66000000,2367.33000000,2368.75000000,14123.32890000
2024-01-03 03:00:00,2368.75000000,2370.31000000,2364.21000000,2368.51000000,7666.74940000
2024-01-03 04:00:00,2368.51000000,2373.90000000,2363.21000000,2370.50000000,11719.52270000
2024-01-03 05:00:00,2370.51000000,2379.61000000,2367.99000000,2376.94000000,9631.56400000
2024-01-03 06:00:00,2376.94000000,2380.90000000,2373.60000000,2375.34000000,9648.97520000
2024-01-03 07:00:00,2375.35000000,2379.68000000,2356.99000000,2361.64000000,15554.42450000
2024-01-03 08:00:00,2361.65000000,2371.40000000,2361.26000000,2370.50000000,11377.54750000
2024-01-03 09:00:00,2370.50000000,2385.45000000,2370.29000000,2376.01000000,17937.70630000
2024-01-03 10:00:00,2376.02000000,2380.84000000,2360.88000000,2364.58000000,20258.21370000
2024-01-03 11:00:00,2364.58000000,2365.62000000,2294.01000000,2307.68000000,59133.38050000
2024-01-03 12:00:00,2307.99000000,2308.60000000,2100.00000000,2248.55000000,209264.81570000
2024-01-03 13:00:00,2248.55000000,2248.80000000,2206.96000000,2223.79000000,65271.62670000
2024-01-03 14:00:00,2223.79000000,2224.00000000,2191.00000000,2193.77000000,48027.57340000
2024-01-03 15:00:00,2193.76000000,2241.00000000,2190.00000000,2240.40000000,47153.42050000
